Subset,RashomonVolume,AUC_Mean,AUC_Max,Complexity_Mean
top100,1,0.7756920539300057,0.8795180722891567,48.6205656345074
top33,2,0.7801742685025818,0.8835341365461847,40.463908433914185
top66,2,0.7774311531841652,0.8770080321285141,44.46422985883859
