Subset,RashomonVolume,AUC_Mean,AUC_Max,Complexity_Mean
top100,5,0.9539951573849879,0.9813972715998347,37.69394129973192
top33,6,0.9430402173271127,0.9656883009508059,36.693833351135254
top66,6,0.9489458453906573,0.9778834229020257,37.38598561286926
